product_name,brand,product_type,features,question,answer
Huawei Smartwatch 3,Huawei,Smartwatch,Long battery life,What is the battery life of this product?,It has a battery life of about 13 hours.
Apple Smartwatch 7,Apple,Smartwatch,"Long battery life, Powerful processor, Large storage capacity",Does it support fast charging?,It does not support fast charging.
Huawei Smartphone 1,Huawei,Smartphone,"Powerful processor, Long battery life",What is the battery life of this product?,It has a battery life of about 10 hours.
Samsung Smartphone 7,Samsung,Smartphone,"Large storage capacity, Powerful processor, Long battery life",Is it waterproof?,It is not waterproof.
Dell Tablet 3,Dell,Tablet,"Large storage capacity, High-resolution display, Ultra-thin body",Is it waterproof?,It is waterproof.
Samsung Tablet 5,Samsung,Tablet,"Long battery life, Large storage capacity",What is the storage capacity?,It has a storage capacity of 512GB.
HP Smartwatch 7,HP,Smartwatch,"High-resolution display, Long battery life",Does it support fast charging?,It does not support fast charging.
Apple Smartphone 3,Apple,Smartphone,Powerful processor,What is the battery life of this product?,It has a battery life of about 14 hours.
HP Smartphone 9,HP,Smartphone,"Ultra-thin body, Long battery life, Large storage capacity",Is it waterproof?,It is not waterproof.
Dell Smartphone 9,Dell,Smartphone,"High-resolution display, Long battery life, Powerful processor",Is it waterproof?,It is not waterproof.
Lenovo Smartwatch 1,Lenovo,Smartwatch,"Waterproof design, Long battery life",What is the storage capacity?,It has a storage capacity of 256GB.
HP Laptop 1,HP,Laptop,"Waterproof design, High-resolution display",What is the storage capacity?,It has a storage capacity of 128GB.
Lenovo Smartwatch 7,Lenovo,Smartwatch,"High-resolution display, Powerful processor, Waterproof design",What is the storage capacity?,It has a storage capacity of 256GB.
Samsung Laptop 6,Samsung,Laptop,"Powerful processor, Ultra-thin body, Large storage capacity",What is the storage capacity?,It has a storage capacity of 64GB.
HP Laptop 6,HP,Laptop,"Large storage capacity, High-resolution display",What is the battery life of this product?,It has a battery life of about 13 hours.
Dell Laptop 5,Dell,Laptop,"Waterproof design, Long battery life, Powerful processor",Does it support fast charging?,It does not support fast charging.
Huawei Laptop 9,Huawei,Laptop,Long battery life,What is the storage capacity?,It has a storage capacity of 256GB.
Lenovo Smartphone 3,Lenovo,Smartphone,"High-resolution display, Powerful processor, Large storage capacity",Does it support fast charging?,It does not support fast charging.
Dell Tablet 7,Dell,Tablet,"Powerful processor, Long battery life, Ultra-thin body",What is the storage capacity?,It has a storage capacity of 256GB.
Lenovo Smartwatch 10,Lenovo,Smartwatch,"High-resolution display, Powerful processor, Waterproof design",What is the storage capacity?,It has a storage capacity of 512GB.
HP Tablet 7,HP,Tablet,"Ultra-thin body, Long battery life, Powerful processor",Is it waterproof?,It is not waterproof.
Huawei Tablet 8,Huawei,Tablet,"Waterproof design, Large storage capacity, High-resolution display",What is the battery life of this product?,It has a battery life of about 17 hours.
Lenovo Tablet 6,Lenovo,Tablet,Large storage capacity,Does it support fast charging?,It does not support fast charging.
Dell Tablet 3,Dell,Tablet,"Powerful processor, Large storage capacity",What is the battery life of this product?,It has a battery life of about 21 hours.
Dell Smartwatch 4,Dell,Smartwatch,"High-resolution display, Powerful processor",What is the battery life of this product?,It has a battery life of about 11 hours.
Huawei Smartphone 8,Huawei,Smartphone,Ultra-thin body,Is it waterproof?,It is waterproof.
Lenovo Smartwatch 9,Lenovo,Smartwatch,"High-resolution display, Powerful processor",Does it support fast charging?,It does not support fast charging.
Samsung Laptop 4,Samsung,Laptop,"High-resolution display, Large storage capacity, Powerful processor",Does it support fast charging?,It does support fast charging.
Apple Smartwatch 6,Apple,Smartwatch,"Large storage capacity, Ultra-thin body",What is the storage capacity?,It has a storage capacity of 128GB.
Samsung Smartphone 3,Samsung,Smartphone,"Powerful processor, Long battery life, Waterproof design",What is the battery life of this product?,It has a battery life of about 15 hours.
HP Smartwatch 5,HP,Smartwatch,"Large storage capacity, Ultra-thin body, Long battery life",What is the battery life of this product?,It has a battery life of about 18 hours.
HP Smartwatch 6,HP,Smartwatch,"Powerful processor, High-resolution display",Does it support fast charging?,It does support fast charging.
Huawei Smartwatch 4,Huawei,Smartwatch,"Powerful processor, Large storage capacity, Waterproof design",What is the storage capacity?,It has a storage capacity of 256GB.
Samsung Smartphone 9,Samsung,Smartphone,"Waterproof design, High-resolution display",Does it support fast charging?,It does support fast charging.
Samsung Laptop 8,Samsung,Laptop,"Waterproof design, Powerful processor",What is the battery life of this product?,It has a battery life of about 16 hours.
HP Laptop 4,HP,Laptop,"High-resolution display, Ultra-thin body, Waterproof design",Does it support fast charging?,It does support fast charging.
HP Laptop 5,HP,Laptop,Powerful processor,Is it waterproof?,It is waterproof.
HP Smartwatch 5,HP,Smartwatch,"Long battery life, Ultra-thin body",Is it waterproof?,It is not waterproof.
Samsung Smartphone 8,Samsung,Smartphone,"Powerful processor, Long battery life",What is the battery life of this product?,It has a battery life of about 11 hours.
Apple Laptop 3,Apple,Laptop,"Powerful processor, High-resolution display, Waterproof design",What is the battery life of this product?,It has a battery life of about 17 hours.
HP Laptop 10,HP,Laptop,"Long battery life, Powerful processor",Is it waterproof?,It is waterproof.
Dell Laptop 8,Dell,Laptop,High-resolution display,Is it waterproof?,It is waterproof.
HP Smartphone 2,HP,Smartphone,"Large storage capacity, Powerful processor, Long battery life",What is the battery life of this product?,It has a battery life of about 16 hours.
Samsung Laptop 9,Samsung,Laptop,Ultra-thin body,Is it waterproof?,It is not waterproof.
Apple Tablet 4,Apple,Tablet,"Ultra-thin body, Powerful processor",What is the storage capacity?,It has a storage capacity of 64GB.
Lenovo Smartwatch 5,Lenovo,Smartwatch,"High-resolution display, Powerful processor",What is the battery life of this product?,It has a battery life of about 24 hours.
Samsung Laptop 10,Samsung,Laptop,"Large storage capacity, High-resolution display",What is the battery life of this product?,It has a battery life of about 15 hours.
Huawei Tablet 6,Huawei,Tablet,"Large storage capacity, Waterproof design, High-resolution display",What is the battery life of this product?,It has a battery life of about 14 hours.
